feature,lang,diff,stderr,method
IOI rate,English,0.8478125,0.0247203941553349,common language effect size
f0 ratio,English,0.591268539428711,0.00896537374402918,common language effect size
Sign of f0 slope,English,0.425,0.104795719650866,common language effect size
IOI rate,Marathi,0.930619559651818,0.024988267021091,common language effect size
f0 ratio,Marathi,0.578017830848694,0.00901830736298951,common language effect size
Sign of f0 slope,Marathi,0.25,0.144337567297406,common language effect size
IOI rate,Farsi,0.931587561374795,0.018736525534,common language effect size
f0 ratio,Farsi,0.524337410926819,0.00911306562422963,common language effect size
Sign of f0 slope,Farsi,0.45,0.16583123951777,common language effect size
IOI rate,Japanese,0.932539151385357,0.0128175874426647,common language effect size
f0 ratio,Japanese,0.647207856178284,0.00864875964644923,common language effect size
Sign of f0 slope,Japanese,0.71031746031746,0.0990780611306791,common language effect size
IOI rate,Yoruba,0.830662393162393,0.0485445316707494,common language effect size
f0 ratio,Yoruba,0.526851177215576,0.00906332976909958,common language effect size
Sign of f0 slope,Yoruba,0.5,0,common language effect size
